drop_reason,strategy_name,approach,asset_class,entry_rules,exit_rules,url
not_rule_based,Ethereum Trading Bot with Cross-DEX Arbitrage,ML,Cryptocurrency (Ethereum),"Cross-DEX arbitrage: buy tokens on one decentralized exchange, sell on another for instant profit; Swing trade: identify optimal long-term purchase opportunities; Grid trading: place buy/sell orders at regular intervals around price level",Withdraw button stops bot and returns all profit plus initial funding to MetaMask wallet,https://www.youtube.com/watch?v=uo6QdDeh60o
not_rule_based,LSTM Stock Price Prediction,deep-learning,Stocks,Use 60 previous trading days' opening prices as input to predict next day's price,Not specified,https://www.youtube.com/watch?v=ChomjMF5oXk
not_rule_based,Deep Learning Forex Trading with Technical Indicators,deep-learning,Forex (EUR/USD),Strategy 1: Buy if predicted price minus transaction cost > current price. Strategy 2: Buy if predicted price (next step) minus transaction cost > predicted price (current step),Stop loss at 2 pips loss; Take profit at 100 pips gain,https://www.youtube.com/watch?v=-i8B0oO0Fl4
not_rule_based,Reinforcement Learning Stock Trading Agent,RL,Stocks,Agent learns to buy/sell through reinforcement learning; no explicit rules defined,Agent learns to exit through reinforcement learning; no explicit rules defined,https://www.youtube.com/watch?v=d3a_Fs753-A
not_rule_based,Nifty Stock Price Prediction using Deep Learning Ensemble,deep-learning,Equities (Nifty),Not specified,Not specified,https://www.youtube.com/watch?v=e_tG_jXijkc
no_strategy,,,,,,https://www.youtube.com/watch?v=QwCN2Vl_sNI
no_nameable_indicator,Mean Reversion Bot with Market Maker,rule-based,Cryptocurrency (Bitcoin),Buy/sell when price deviates 2% from average price; uses 5x leverage,Exit on 5% profit target or 3% max loss (adjusted for 5x leverage),https://www.youtube.com/watch?v=g4zY3JMtb0Q
no_strategy,,,,,,https://www.youtube.com/watch?v=CRrrBYKAA-E
no_strategy,,,,,,https://www.youtube.com/watch?v=6wif6v-W8nE
no_strategy,,,,,,https://www.youtube.com/watch?v=isdse-4nE0U
no_strategy,,,,,,https://www.youtube.com/watch?v=BLO57faZMok
not_rule_based,MACD + Decision Tree Classifier (Sliding Window),ML,Stocks (Portfolio),MACD histogram > 0 AND Decision Tree prediction = 1,Not explicitly stated; implied by rebalancing every 30 days,https://www.youtube.com/watch?v=b6GKG-vGUyE
no_strategy,,,,,,https://www.youtube.com/watch?v=OojcSzWrjsg
no_strategy,,,,,,https://www.youtube.com/watch?v=vVZNse7xiSs
not_rule_based,AI Stock Price Prediction Pipeline with Sentiment Analysis,ML,Equities,"Not applicable - forecasting model, not a trading entry/exit strategy","Not applicable - forecasting model, not a trading entry/exit strategy",https://www.youtube.com/watch?v=cxQzKM-7gkw
no_strategy,,,,,,https://www.youtube.com/watch?v=3Xeoy85maTA
no_strategy,,,,,,https://www.youtube.com/watch?v=YXq4l-BVvy4
not_rule_based,Stock Price Prediction using Support Vector Regression,ML,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=z8vW3ENSQaI
prediction_market_or_sports,WTA Tennis Stink Bid Bot,rule-based,Prediction Markets (Polymarket),Place limit orders at 30% below market price on favorite player to win WTA match; refresh every 15 minutes; cancel all orders before new refresh,Hold to expiration if filled; favorite typically wins and resolves to $1,https://www.youtube.com/watch?v=JCSqy04kgcU
no_strategy,,,,,,https://www.youtube.com/watch?v=0QcEweJdO1A
not_rule_based,ChatGPT Stock Movement Prediction from News Headlines,ML,stocks,not specified,not specified,https://www.youtube.com/watch?v=c5XbKsuLcZU
not_rule_based,Federal Reserve Sentiment-Based Trading Strategy,sentiment,Equities (SPY ETF),Buy/sell signals generated from real-time sentiment analysis of Fed chair speeches converted to sentiment scores,Not specified in transcript,https://www.youtube.com/watch?v=7EXNr5GlxTs
not_rule_based,LSTM Stock Price Prediction with Multi-Feature Analysis,deep-learning,Equities,Buy signal when probability of next-day positive return exceeds threshold (0.7); otherwise hold,Hold or exit based on probability threshold; top-3 strategy selects three stocks with highest probability of next-day gain,https://www.youtube.com/watch?v=aiFpAl3mgGk
no_strategy,,,,,,https://www.youtube.com/watch?v=hATtcoLRyeY
prediction_market_or_sports,"Prediction Market Bot Trading (Mean Reversion, Whale Copying, Spread Market Making)",rule-based,Prediction Markets (Polymarket),Copy whale positions; trade correlated events; exploit pricing inefficiencies; provide liquidity in high-volume markets; trade markets 24-48 hours before resolution with high certainty outcomes (85-95%); volume surge detection (5-min vs 24-hour average),Resolution timing arbitrage near expiration; quick exits on high win-rate trades; panic selling/buying near expiration,https://www.youtube.com/watch?v=_H16t9F4htI
no_strategy,,,,,,https://www.youtube.com/watch?v=WqYd9yenEjE
not_rule_based,Stock Price Prediction App,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=nzrnzMe7KrQ
not_rule_based,High-Frequency Trading with Ensemble ML Models,ML,Cryptocurrency (XRP),Predictions from ensemble models based on order book state and sequential patterns,Not specified,https://www.youtube.com/watch?v=gzvuYsdMC5c
not_rule_based,High-Frequency Trading System using Deep Learning,deep-learning,Stocks,Buy signal when predicted price is 103% higher than average price in next 10 days,Sell signal when predicted price is 97% lower than average price in next 10 days,https://www.youtube.com/watch?v=y_WudBvkZ04
no_strategy,,,,,,https://www.youtube.com/watch?v=fQLVCnY-MLQ
no_strategy,,,,,,https://www.youtube.com/watch?v=eV_FvPhHndY
not_rule_based,Neural Network Stock Price Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=VkY5WQrByB0
not_rule_based,Machine Learning Classifier for Trend Prediction,ML,,,,https://www.youtube.com/watch?v=T3eLz8giTaU
not_rule_based,Reinforcement Learning Stock Trading Agent,RL,Equities (Google stock),Agent learns to buy via Q-learning policy optimization,Agent learns to sell via Q-learning policy optimization,https://www.youtube.com/watch?v=05NqKJ0v7EE
not_rule_based,AI Day Trading Bot for Crypto,ML,Cryptocurrency (Bitcoin),Not specified,Not specified,https://www.youtube.com/watch?v=brYw3HJ2yAY
not_rule_based,Stock Outperformance/Underperformance Classification,ML,Equities,Classify stocks as outperformers or underperformers based on ML predictions,Not specified,https://www.youtube.com/watch?v=omPyA21PYjE
no_strategy,,,,,,https://www.youtube.com/watch?v=t96lNtUNt-E
no_strategy,,,,,,https://www.youtube.com/watch?v=c6041knC7Ko
no_strategy,,,,,,https://www.youtube.com/watch?v=YgbQarydR8c
no_strategy,,,,,,https://www.youtube.com/watch?v=4WM6hB7l4Lc
no_strategy,,,,,,https://www.youtube.com/watch?v=MH60kjBRLYY
not_rule_based,Optuna-optimized Deep Reinforcement Learning for Trading,deep-learning,Equities (S&P 500),,,https://www.youtube.com/watch?v=QTdB87YEzXE
no_strategy,,,,,,https://www.youtube.com/watch?v=V-8zetRifGw
no_strategy,,,,,,https://www.youtube.com/watch?v=crIzvaoLMcg
no_strategy,,,,,,https://www.youtube.com/watch?v=quUP54E54uQ
no_concrete_exit,Market Scanner using Technical Analysis Indicators,rule-based,Equities,"Composite score bounded between -1 and +1: 0.5 weight on distance-from-MA50 score, 0.3 weight on slope score, 0.2 weight on regime (MA50 vs MA200). RSI momentum based on RSI change relative to standard deviation. Volume score combines volume spike ratio with trend direction.",Not specified,https://www.youtube.com/watch?v=KTXJdkhedaM
prediction_market_or_sports,5-Minute Buzzer Beater Bot,rule-based,Prediction Markets (Polymarket),Not detailed in transcript,Not detailed in transcript,https://www.youtube.com/watch?v=OUGKFow7euc
prediction_market_or_sports,Prediction Market Arbitrage Scanner,rule-based,Crypto prediction markets,"Buy underpriced outcome on one exchange, sell overpriced outcome on other exchange when spread exceeds transaction costs",Execute both legs simultaneously or when spread closes,https://www.youtube.com/watch?v=OO-PhDL9E6c
no_strategy,,,,,,https://www.youtube.com/watch?v=CzgkfHYmOjg
not_rule_based,Neural Network Price Movement Forecasting,deep-learning,"Multi-asset (200,000+ instruments across numerous markets)",Based on neural network probability forecasts for selected ticker and timeframe,Not specified,https://www.youtube.com/watch?v=YETE6VIYoqg
no_strategy,,,,,,https://www.youtube.com/watch?v=nAOjbL5bsjA
not_rule_based,FinRL Deep Reinforcement Learning Stock Trading Agent,RL,Equities,Agent learns through reinforcement learning on state space (stock dimensions + indicators),Agent learns through reinforcement learning,https://www.youtube.com/watch?v=uYC3sc5gers
not_rule_based,Polymarket 5-Minute BTC Direction Prediction with Machine Learning,ML,Cryptocurrency (BTC),Trade when model confidence exceeds threshold; XGBoost best at 57.34% win rate on high-confidence signals (143 trades),Not explicitly specified,https://www.youtube.com/watch?v=7M7zBYB4ePk
not_rule_based,Stock Price Prediction with LSTM,deep-learning,stocks,"Not applicable - prediction model, not a trading strategy","Not applicable - prediction model, not a trading strategy",https://www.youtube.com/watch?v=AH5XsQRHOII
not_rule_based,ML-based Currency Trading Bot with Email Alerts,ML,Forex,Buy if model prediction = 2 (uptrend); Sell if model prediction = 1 (downtrend); No action if prediction = 0 (unclear trend),Take Profit: +500 pips; Stop Loss: -250 pips (2:1 risk-reward ratio),https://www.youtube.com/watch?v=e1Ut4Iap10M
not_rule_based,Stock Market Prediction using Numerical and Textual Analysis,ML,Equities (BSE Index),Not specified,Not specified,https://www.youtube.com/watch?v=62Kx8abAK6k
no_strategy,,,,,,https://www.youtube.com/watch?v=-N1i8UfVbL8
no_strategy,,,,,,https://www.youtube.com/watch?v=pWzANe0BrI0
no_strategy,,,,,,https://www.youtube.com/watch?v=j8XoCKYWzvk
not_rule_based,Neural Network Stock Price Prediction,deep-learning,stocks,Not specified,Not specified,https://www.youtube.com/watch?v=Oe7_NY1G7rk
no_strategy,,,,,,https://www.youtube.com/watch?v=rAdAVcS4aL0
no_concrete_exit,"Multiple indicator-based strategies (Flow Scope, Fibonacci Circles, ATI Volume Pressure, Angled Volume Profile)",rule-based,Crypto/Equities,Based on indicator signals from various technical indicators combined,Not explicitly detailed,https://www.youtube.com/watch?v=sZSyOMC9bNU
not_rule_based,Stock Price Prediction App,deep-learning,Equities,"N/A - forecasting only, no trading rules","N/A - forecasting only, no trading rules",https://www.youtube.com/watch?v=0E_31WqVzCY
not_rule_based,Stock Price Prediction using LSTM RNN,deep-learning,Stocks,"Not applicable - prediction model, not a trading strategy","Not applicable - prediction model, not a trading strategy",https://www.youtube.com/watch?v=UuYZmltWQrs
no_strategy,,,,,,https://www.youtube.com/watch?v=4jA3bhBRM8M
no_strategy,,,,,,https://www.youtube.com/watch?v=yNw2U3WJevw
no_strategy,,,,,,https://www.youtube.com/watch?v=K8j7QtzpSao
not_rule_based,Liquidation Cascade Trading Strategy,ML,Cryptocurrency,"Long when large buy liquidations occur (contrarian: if longs liquidated, go long); Short when large sell liquidations occur",Not specified,https://www.youtube.com/watch?v=SCvUYdh6rjA
no_strategy,,,,,,https://www.youtube.com/watch?v=ubHjSSYZTVc
no_strategy,,,,,,https://www.youtube.com/watch?v=e_96aIM9l4o
no_strategy,,,,,,https://www.youtube.com/watch?v=JYLRI5Xtw2Q
no_strategy,,,,,,https://www.youtube.com/watch?v=TE_mQDr968g
prediction_market_or_sports,Polymarket Arbitrage and Spread Scanning,rule-based,Prediction Markets,Buy yes/no shares when combined bid+ask prices sum to less than $1 (arbitrage); or scalp spreads by buying at bid and selling at ask,Sell immediately at ask price to capture spread; exit if spread exceeds 75% threshold or insufficient liquidity,https://www.youtube.com/watch?v=DV7nfIECiZw
not_rule_based,ML-Based Direction Prediction for Options Trading,ML,Options (S&P 500),Open bull call spread when classifier predicts bullish; open bear call/put spread when bearish,Close position when signal changes to zero; exit one day before expiration; 40% stop loss and 40% take profit,https://www.youtube.com/watch?v=7sANsPrPtp4
not_rule_based,AI Stock Price Prediction with LSTM and Log Returns,deep-learning,equities,rank stocks by predicted log return; buy highest expected return stock each day if all returns > 0; otherwise no buy,sell daily (rebalance portfolio each day),https://www.youtube.com/watch?v=q24MVGCUr4w
not_rule_based,Sentiment Analysis-Based Trading Strategy,sentiment,Equities (S&P 500/600 stocks),Buy based on sentiment conditions (exact rules not fully specified),Sell based on sentiment conditions (exact rules not fully specified),https://www.youtube.com/watch?v=R5ut78P6-GQ
not_rule_based,Stock Price Prediction using ML Regression,ML,Equities,Buy around predicted price level if prediction is accurate,Sell profit around predicted price level or wait for next prediction,https://www.youtube.com/watch?v=rBY34H1_K3o
no_strategy,,,,,,https://www.youtube.com/watch?v=cBMWpRGrqvg
not_rule_based,RNN-based Stock Price Prediction,deep-learning,stocks,not specified,not specified,https://www.youtube.com/watch?v=PX2ypX8KkR8
not_rule_based,AI Prediction Market Trading Bot,ML,Prediction Markets (Polymarket),Enter trade when AI prediction percentage mismatches market pricing; max exposure limit $400,Close positions when markets close; daily loss limit $50,https://www.youtube.com/watch?v=41T3jvR1lpc
not_rule_based,High-Frequency Trading with Deep Reinforcement Learning,RL,Equities,RL agent learns entry rules; baseline: buy at beginning of day,RL agent learns exit rules; baseline: sell at end of day,https://www.youtube.com/watch?v=v5JtAshvAj4
no_strategy,,,,,,https://www.youtube.com/watch?v=PQobaztIiCo
no_strategy,,,,,,https://www.youtube.com/watch?v=5BQgknR-yNM
not_rule_based,Binary AI Trading Bot for Bitcoin,ML,Cryptocurrency (Bitcoin),Buy signal when model predicts next candle closes higher,Sell signal when model predicts next candle closes lower,https://www.youtube.com/watch?v=HKUTI2yuH5Y
no_strategy,,,,,,https://www.youtube.com/watch?v=U7VKPXM6teU
not_rule_based,Stock Price Prediction using Machine Learning,ML,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=EYnC4ACIt2g
not_rule_based,Institutional Leverage Sentiment Trading,sentiment,General/Unspecified,"Monitor institutional leverage levels; when institutions use high long leverage, expect bearish reversal as they exhaust buying ammunition",Not specified,https://www.youtube.com/watch?v=bZE3asI948c
no_strategy,,,,,,https://www.youtube.com/watch?v=26B4wAd7yHA
no_strategy,,,,,,https://www.youtube.com/watch?v=rJvj0Q_ue3o
no_strategy,,,,,,https://www.youtube.com/watch?v=AleGZ9dkfPs
not_rule_based,Smart Hold Strategy,deep-learning,Crypto,Buy and hold strategy that takes advantage of cycles,Not specified,https://www.youtube.com/watch?v=D4_rO7qK2rY
no_strategy,,,,,,https://www.youtube.com/watch?v=thN6tqNGMdI
no_strategy,,,,,,https://www.youtube.com/watch?v=_F6a0ddbjtI
no_strategy,,,,,,https://www.youtube.com/watch?v=i5BiymuPpY8
not_rule_based,OFI Machine Learning Binary Prediction,ML,Crypto (Binance orderbook data),Binary prediction: up or down movement in next 5-30 seconds based on model probability threshold (EV gate: only trade when P_win * TP > threshold),Fixed 5-30 second forward return prediction window; trade when expected value > 0.2,https://www.youtube.com/watch?v=SZdCPuP3KWA
no_strategy,,,,,,https://www.youtube.com/watch?v=eyDzxXmG3zQ
not_rule_based,Sentiment Analysis Trading Bot for Financial News,sentiment,"Commodities (Gold, Oil), Stocks",Positive sentiment bias indicates bullish market; negative sentiment indicates bearish market,Not specified,https://www.youtube.com/watch?v=iW8NtsjTfN0
no_nameable_indicator,Bid-Ask Fill Speed Momentum Detection Bot,rule-based,Crypto (BTC),Place $10 bid and ask simultaneously; if bid fills first = sell pressure (open short); if ask fills first = buy pressure (open long); use taker orders for actual position entry,Cancel unfilled order immediately after one fills; exit position with tight stop-loss and take-profit (similar to reference files),https://www.youtube.com/watch?v=LZJhiu8hGoM
no_concrete_exit,Chat GPT-Generated Crypto Dip Buying Strategy,rule-based,Cryptocurrency,Buy when coin falls by a certain percentage within a certain period of time,,https://www.youtube.com/watch?v=nFycUtzsD6U
not_rule_based,Multi-Model Machine Learning Ensemble for Crypto Trading,ML,Cryptocurrency (Bitcoin),SuperTrend signal generation; proposed ensemble: buy/sell when 2+ models agree on same signal,SuperTrend signal reversal; model disagreement,https://www.youtube.com/watch?v=76THUON2Ogw
not_rule_based,Epsilon Greedy Deep Reinforcement Learning Trading Bot,deep-learning,General/Unspecified,"Epsilon greedy: explore with probability Epsilon, exploit known profitable strategies with probability (1-Epsilon)",Not specified,https://www.youtube.com/watch?v=IX7PJkGM78A
not_rule_based,Chat GPT Trading Bot,ML,Not specified,Not specified,Not specified,https://www.youtube.com/watch?v=CkEse6MmGFk
not_rule_based,Stock Price Prediction using Facebook Prophet,deep-learning,Equities,"Not applicable - forecasting model, not a trading strategy","Not applicable - forecasting model, not a trading strategy",https://www.youtube.com/watch?v=03H2_ekdv2I
no_concrete_entry,Linear Regression Stock Price Prediction,rule-based,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=OnUZaE2ps4I
not_rule_based,Trading Way,deep-learning,"Multi-asset (cryptocurrencies, stocks, forex)","Neural network calculates optimal entry points based on selected algorithm (e.g., momentum breakout); considers historical data and current market conditions","Neural network calculates exit points, stop-loss, and take-profit levels",https://www.youtube.com/watch?v=KxGO7dKBBWM
no_strategy,,,,,,https://www.youtube.com/watch?v=1o1Q44opHo0
no_strategy,,,,,,https://www.youtube.com/watch?v=m-UkIEmYjVI
not_rule_based,Sentiment Analysis of Financial News for Stock Performance Correlation,sentiment,Equities,Not specified; demonstrates correlation analysis between positive/negative sentiment and stock price movements,Not specified,https://www.youtube.com/watch?v=U9AaKuHkwHo
not_rule_based,Deep Reinforcement Learning (DRL) Portfolio Allocation,RL,"Multi-asset (stocks, bonds, commodities, real estate)",Algorithm learns through trial and error; no predefined rules,Algorithm learns through trial and error; no predefined rules,https://www.youtube.com/watch?v=8Y7VwybjhUk
no_strategy,,,,,,https://www.youtube.com/watch?v=LOyWJnFJEDY
options_market,Copy Trading Bot (Smart Money/Congressional Trades),rule-based,"Stocks, Options","Copy trades of high-performing politicians/whales tracked via Capitol Trades; ladder in on price drops (-15%, -20%, -30%); buy at market price when signal detected","Trailing stop: sell if stock drops 10% from entry; move floor up 5% below current price on 10% gains; floor only moves up, never down",https://www.youtube.com/watch?v=lH5wrfNwL3k
not_rule_based,ChatGPT Day Trading Strategy,ML,Forex/Equities (unspecified),ChatGPT recommends long/short positions based on chart analysis,Take-profit levels set by ChatGPT,https://www.youtube.com/watch?v=dEggGX_rwoA
not_rule_based,Stock Price Prediction using Linear Regression,ML,Stocks,"Not applicable - forecasting model, not a trading strategy","Not applicable - forecasting model, not a trading strategy",https://www.youtube.com/watch?v=bPlk9oqkbmw
no_strategy,,,,,,https://www.youtube.com/watch?v=kfQnGqLqON8
not_rule_based,RNN Stock Price Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=6Gd6xV1H_Ko
not_rule_based,Twitter Collective Mood Prediction,sentiment,Equities (Dow Jones Industrial Average),Not specified,Not specified,https://www.youtube.com/watch?v=9_jvSF13DJg
not_rule_based,Triple Barrier Vertical Method ML Strategy,ML,"Crypto (BTC, altcoins like SOL)",Use ML model probability predictions via predict_probability function; only enter if model predicts uptrend (1) for long positions; skip entries during gather/training mode,"Triple barrier method: upper barrier (take profit) = +1, lower barrier (stop loss) = -1, vertical barrier (time-based, 50 bars default) = 0",https://www.youtube.com/watch?v=49_OWoBsRI8
not_rule_based,AI-Assisted Automated Trading Bot,deep-learning,Cryptocurrency (futures),"AI interpretation: bullish=open long, bearish=open short, neutral=no position. Closes opposing position if needed.",AI interpretation: neutral closes any open position. Error handling closes position as contingency.,https://www.youtube.com/watch?v=BLTEXDpP2Us
not_rule_based,AI Stock Predictor v4 (LSTM-based Classification),deep-learning,Equities,Buy signal when predicted return exceeds average return plus two standard deviations (mean + 2σ) for given forecasting horizon,Not explicitly specified,https://www.youtube.com/watch?v=kRa3PUxNBTM
no_strategy,,,,,,https://www.youtube.com/watch?v=kZBecy6ObjM
no_strategy,,,,,,https://www.youtube.com/watch?v=800Cca5tfI0
not_rule_based,LSTM Neural Network for Daily Stock Return Prediction,deep-learning,Equities,Predict positive or negative daily returns using LSTM model trained on historical data,Not specified,https://www.youtube.com/watch?v=haVmrYGtwQY
no_strategy,,,,,,https://www.youtube.com/watch?v=aGaR30692os
no_strategy,,,,,,https://www.youtube.com/watch?v=8o971FmLOZo
prediction_market_or_sports,WTA Tennis Stink Bid Bot,rule-based,Prediction Markets (Polymarket),Place stink bids at 30% discount on favorite player to win WTA match; refresh every 15 minutes; cancel all orders before refresh,Hold to expiration; collect full dollar if favorite wins,https://www.youtube.com/watch?v=8pVxVBNrsPE
no_strategy,,,,,,https://www.youtube.com/watch?v=os1zBs0n2jM
no_strategy,,,,,,https://www.youtube.com/watch?v=Gxg9AQpD1nw
not_rule_based,Machine Learning Stock Outperformance Prediction,ML,Equities (S&P 500),Buy stocks predicted by classifier to outperform market (prediction = 1),Not discussed,https://www.youtube.com/watch?v=es4byKyA8x4
no_nameable_indicator,Futures Martingale Strategy,rule-based,Cryptocurrency Futures (AVAX),"Adds to position on price pullbacks/drawdowns; buys at specified levels (e.g., 19.9)",Stop-loss at 6%; take-profit at 20%,https://www.youtube.com/watch?v=doIZnHlIVGA
not_rule_based,LSTM-based Stock Price Prediction,deep-learning,Equities,"Not applicable - prediction model, not a trading strategy","Not applicable - prediction model, not a trading strategy",https://www.youtube.com/watch?v=omGNAaWZcXg
not_rule_based,LSTM Stock Price Forecasting with Buy/Hold/Sell Rules,deep-learning,stocks,Buy if predicted price decreases tomorrow; sell portion if predicted price increases tomorrow,Sell portion if predicted price increases tomorrow,https://www.youtube.com/watch?v=mPf_xGuf6fQ
no_strategy,,,,,,https://www.youtube.com/watch?v=ZR1fLoNHRdo
prediction_market_or_sports,Polymarket Liquidation-Based Momentum Bot,rule-based,Binary options (Polymarket 5-minute markets),"When liquidations accumulate between $25,000-$100,000 in a 5-minute window: if short liquidations detected (price going up), go long on Polymarket; if long liquidations detected (price going down), go short on Polymarket. Simultaneously open inverse hedge position on HyperLiquid at 3x leverage.",5-minute binary expiration (automatic); inverse hedge closes when binary position resolves,https://www.youtube.com/watch?v=F6Qj1v1C0lw
no_strategy,,,,,,https://www.youtube.com/watch?v=dtmG9tJKxvY
not_rule_based,Stock Outperformance Classification,ML,Equities (S&P 500),Buy signal when stock outperforms S&P 500 by >5%,Not specified,https://www.youtube.com/watch?v=yyirhTQImVQ
no_strategy,,,,,,https://www.youtube.com/watch?v=RCm2C8J9R8s
not_rule_based,Decision Tree Classifier for S&P 500,ML,Equities (SPY),Prediction probability threshold (>65% mentioned as example); uses scaled features from decision tree model,SMA 9 condition mentioned; specific exit strategy not fully disclosed,https://www.youtube.com/watch?v=EpH4qfSKkm4
not_rule_based,ChatGPT-generated Pine Script indicator strategy,ML,Not specified,Buy/sell signals from custom indicator,Not specified,https://www.youtube.com/watch?v=Yntqqolqizs
no_strategy,,,,,,https://www.youtube.com/watch?v=kDdiKJcItNw
no_concrete_entry,Bollinger Bands Mean Reversion Strategy,rule-based,Equities/Futures,Not detailed in transcript,Not detailed in transcript,https://www.youtube.com/watch?v=ErNEeS-8LmM
no_concrete_exit,Momentum Crossover Strategy with SMA Filter,rule-based,"stocks, forex, crypto (general)",Long: bullish strength crosses above bearish strength AND price above 100 SMA. Short: bearish strength crosses above bullish strength AND price below 100 SMA,Not explicitly specified in transcript,https://www.youtube.com/watch?v=4jlAz--4YFU
no_strategy,,,,,,https://www.youtube.com/watch?v=I4dlKf4mp-w
no_strategy,,,,,,https://www.youtube.com/watch?v=YuI3mS5HJ2I
rule_based_but_mixed_with_ML,Machine Learning vs Rule-Based Stock Trading Comparison,ML|rule-based,Equities (S&P 500 stocks),ML models: buy if predicted return > tau. Rule-based: (1) buy if yesterday's return > tau; (2) buy if yesterday AND day-before return > tau; (3) buy if yesterday OR day-before return > tau,Sell at end of day,https://www.youtube.com/watch?v=YkEJp1YYlDQ
not_rule_based,Google Stock Price Prediction with LSTM,deep-learning,Equities,Not applicable - regression model for price prediction,Not applicable - regression model for price prediction,https://www.youtube.com/watch?v=e6TpbOcgD4g
not_rule_based,Stock Outperformance Prediction using Linear SVC,ML,equities,Not specified,Not specified,https://www.youtube.com/watch?v=JQkM_m-ZZ6U
not_rule_based,Bitcoin Price Direction Prediction using Sentiment Analysis and Market Data,ML,Cryptocurrency,"Predict if price will go up (binary classification: 1=up, 0=down)",Not specified in transcript,https://www.youtube.com/watch?v=TF2Nx_ifmrU
no_concrete_exit,Gap Up Trading Bot,rule-based,stocks,buy when instrument gaps up 1% during normal stock market hours,,https://www.youtube.com/watch?v=BDYjbyoPfkk
no_concrete_entry,Stock Trend Prediction using Moving Averages,rule-based,Equities,Not explicitly defined; moving averages used for trend visualization,Not explicitly defined,https://www.youtube.com/watch?v=7dnBxHbVMV8
no_strategy,,,,,,https://www.youtube.com/watch?v=SDTzJfLzJwg
no_strategy,,,,,,https://www.youtube.com/watch?v=zOVHiWTSgUE
no_strategy,,,,,,https://www.youtube.com/watch?v=JSCyNkhnPV0
no_strategy,,,,,,https://www.youtube.com/watch?v=MVxRjr_Mhmo
prediction_market_or_sports,Polymarket Tennis Trading Bot,rule-based,Prediction Markets (Tennis),Back the server at start of game; buy money line pre-match positions; trade on odds compression at key moments,Sell when odds reach 30-30 or 40-15; exit on odds expansion after compression points,https://www.youtube.com/watch?v=75FwD93bSUU
not_rule_based,LLM-based Copybot Trading Agent,deep-learning,Cryptocurrency,LLM analyzes current copybot portfolio and OHLCV data to make buy decisions on tokens,LLM analyzes current copybot portfolio and OHLCV data to make sell decisions on tokens,https://www.youtube.com/watch?v=PDMgb95JucQ
no_strategy,,,,,,https://www.youtube.com/watch?v=TeXxOJDfbjI
no_concrete_exit,Night vs Day Returns Strategy,rule-based,"Equities, ETFs",Long positions based on overnight return patterns; exploit positive night returns,Not explicitly defined; focus on return decomposition analysis,https://www.youtube.com/watch?v=_KajD3SbRRw
no_strategy,,,,,,https://www.youtube.com/watch?v=6ny-ZEdQMCc
not_rule_based,RL-based Stock Trading Agent,RL,Equities,Action generated by policy after collecting 10 days of data; position state updated based on policy action,Position states reset at episode start; action execution updates positions,https://www.youtube.com/watch?v=IcYy-U0WAJs
no_strategy,,,,,,https://www.youtube.com/watch?v=kXYvRR7gV2E
no_strategy,,,,,,https://www.youtube.com/watch?v=SWzcH_cnTjs
no_strategy,,,,,,https://www.youtube.com/watch?v=lpq3GRfdUj0
no_strategy,,,,,,https://www.youtube.com/watch?v=TKAo_Z-hzQs
no_strategy,,,,,,https://www.youtube.com/watch?v=HfEu7XPUnAU
not_rule_based,LSTM-based Stock Price Prediction,deep-learning,"Equities (SPY), Crypto",Uses 60 previous days of closing prices to predict next day's close,Not specified,https://www.youtube.com/watch?v=hAp-7qx2IWQ
prediction_market_or_sports,No Fade Whale Bot,rule-based,Prediction Markets (Polymarket),Monitor indexed markets via websocket for yes price spikes of 20%+ from baseline. Fade the spike by placing a no bid at the current bid price. Skip markets with existing positions or crypto/sports categories.,Exit when trade resolves or market closes. One trade per market (no double ordering).,https://www.youtube.com/watch?v=tZ75-0StmGs
not_rule_based,Eriksen Share Price Prediction,deep-learning,Equities,Not applicable - prediction model,Not applicable - prediction model,https://www.youtube.com/watch?v=dunrVtQ7mvU
no_strategy,,,,,,https://www.youtube.com/watch?v=VUcRQjcWLHw
no_strategy,,,,,,https://www.youtube.com/watch?v=nh4BOMuaF_I
no_strategy,,,,,,https://www.youtube.com/watch?v=dt0LctyMniQ
no_nameable_indicator,Opening Range Breakout (ORB) Scalper,rule-based,Futures (NQ/Nasdaq),Breakout above 15-minute opening range high between 8:30 AM and 12:00 PM Central Time,Profit target 10 points; Stop loss 25 points max risk per trade; Trailing stop optional (15 points trail by 5),https://www.youtube.com/watch?v=UFZZPYI9si0
not_rule_based,Stock Market Prediction Using Sentiment Analysis,sentiment,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=2kQsV1jpBK0
prediction_market_or_sports,MACD 5-Minute Polymarket Trading,rule-based,Prediction Markets (Polymarket),"MACD histogram threshold-based (variations: hist > 100, hist > 10)",Not explicitly specified,https://www.youtube.com/watch?v=0H7QW9S9Y74
